Nr.|Codice Fiscale|Importo contributo
2338|93035180277|3960.0
2339|93034760657|3168.0
2340|93034650650|4400.0
2341|93034550694|5756.8
2342|93034300769|4758.4
2343|93034280763|4518.4
2344|93033950762|2464.0
2345|93033820197|5184.0
2346|93033730693|6761.6
2347|93033390019|5059.2
2348|93033380010|4582.4
2349|93033170916|4492.8
2350|93033120770|4768.0
2351|93033000659|4441.6
2352|93032990710|4432.0
2353|93032420296|4748.8
2354|93032340668|5436.8
2355|93032210762|4595.2
2356|93032090669|4400.0
2357|93031360758|4428.8
2358|93031190916|4419.2
2359|93030800580|4966.4
2360|93030700723|5011.2
2361|93030580760|4825.6
2362|93030540764|4476.8
2363|93030440585|6272.0
2364|93030250273|4441.6
2365|93029350639|2552.0
2366|93029080012|4684.8
2367|93028890429|5830.4
2368|93028680911|4816.0
2369|93028610017|4528.0
2370|93028600034|8969.6
2371|93028550585|4691.2
2372|93028090178|31142.4
2373|93028010762|4739.2
2374|93027790299|5766.4
2375|93027480016|4988.8
2376|93027380588|4768.0
2377|93027220768|4556.8
2378|93027010896|4694.4
2379|93026960760|4457.6
2380|93026900170|5404.8
2381|93026750153|4937.6
2382|93025810727|5017.6
2383|93025740767|5126.4
2384|93025620761|4691.2
2385|93025470761|4515.2
2386|93025460424|4649.6
2387|93025200010|7865.6
2388|93025160693|4627.2
2389|93025010633|4473.6
2390|93025000428|4697.6
2391|93024960424|5232.0
2392|93024850872|6499.2
2393|93024660768|5091.2
2394|93024610870|5904.0
2395|93024560174|4649.6
2396|93024010659|4489.6
2397|93023490878|4793.6
2398|93023460665|4476.8
2399|93023230662|5232.0
2400|93023220721|4483.2
2401|93023130037|4857.6
2402|93022950583|5148.8
2403|93022940691|4540.8
2404|93022670223|4572.8
2405|93022550151|2464.0
2406|93022530500|4531.2
2407|93022130657|4627.2
2408|93022090760|4614.4
2409|93021920587|6147.2
2410|93021900019|4441.6
2411|93021760306|4934.4
2412|93021310292|5641.6
2413|93021230045|4857.6
2414|93020760042|5628.8
2415|93020390386|5142.4
2416|93019720874|3080.0
2417|93019500912|4854.4
2418|93019130777|4729.6
2419|93018670724|4633.6
2420|93017700035|4419.2
2421|93017650305|5590.4
2422|93017450581|3608.0
2423|93017380911|4595.2
2424|93017180139|5078.4
2425|93016750767|4588.8
2426|93016070422|4467.2
2427|93015980878|4617.6
2428|93015790186|2112.0
2429|93015310266|4521.6
2430|93015190189|4441.6
2431|93015090421|7110.4
2432|93015020816|4649.6
2433|93014970813|4460.8
2434|93014440502|4982.4
2435|93014400845|4883.2
2436|93014290204|4489.6
2437|93014020031|4467.2
2438|93013060038|3520.0
2439|93013040238|4419.2
2440|93012420134|4560.0
2441|93012370651|3256.0
2442|93012360199|4537.6
2443|93012330879|4566.4
2444|93012170846|5158.4
2445|93012150228|4838.4
2446|93012050634|4678.4
2447|93011940876|4496.0
2448|93011260812|4524.8
2449|93010990872|4745.6
2450|93010910201|4492.8
2451|93010750631|4566.4
2452|93010330665|2992.0
2453|93010030612|4403.2
2454|93009890877|4624.0
2455|93009290243|4136.0
2456|93009240263|4774.4
2457|93009160610|4832.0
2458|93009000915|5344.0
2459|93008730637|4726.4
2460|93008620721|5456.0
2461|93008620028|5168.0
2462|93008560893|4409.6
2463|93008420544|4537.6
2464|93008380508|2200.0
2465|93008360914|4726.4
2466|93008260239|4633.6
2467|93008090248|4534.4
2468|93007970614|4739.2
2469|93007640183|4480.0
2470|93007510634|4652.8
2471|93007490894|2904.0
2472|93007420891|4457.6
2473|93007260438|4976.0
2474|93007200913|4643.2
2475|93006970631|4649.6
2476|93006890292|4832.0
2477|93006850197|6025.6
2478|93006640432|3256.0
2479|93006240431|5027.2
2480|93005980896|4640.0
2481|93005630434|2640.0
2482|93005350892|2640.0
2483|93005180273|4528.0
2484|93005030189|4496.0
2485|93004970047|4707.2
2486|93004930389|4924.8
2487|93004820150|4560.0
2488|93004800871|4678.4
2489|93004620774|4454.4
2490|93004550773|4312.0
2491|93004460247|4528.0
2492|93004300427|4956.8
2493|93004290206|4048.0
2494|93004190208|5033.6
2495|93004050386|4534.4
2496|93003970584|12790.4
2497|93003820698|5046.4
2498|93003800427|4713.6
2499|93003400384|5260.8
2500|93003260515|4566.4
2501|93003200271|4707.2
2502|93003090433|4422.4
2503|93002870710|4742.4
2504|93002430044|4752.0
2505|93001350896|5526.4
2506|93000930763|4659.2
2507|93000770367|5843.2
2508|93000740766|4640.0
2509|93000580048|4518.4
2510|93000030556|4448.0
2511|92568700154|4576.0
2512|92558070154|4579.2
2513|92546380152|4940.8
2514|92533600158|2992.0
2515|92528620153|3872.0
2516|92524630016|4921.6
2517|92521960010|4588.8
2518|92521370012|4710.4
2519|92518970014|4627.2
2520|92503200013|2992.0
2521|92502040154|5222.4
2522|92313320282|4633.6
2523|92311710286|4409.6
2524|92306920288|5104.0
2525|92300580286|3168.0
2526|92290910287|4857.6
2527|92289980283|4483.2
2528|92288980284|4457.6
2529|92288470286|5196.8
2530|92287940289|5891.2
2531|92287060286|4918.4
2532|92286450280|4512.0
2533|92286290280|4560.0
2534|92283180286|5312.0
2535|92282300281|4518.4
2536|92280130284|4416.0
2537|92279870288|4806.4
2538|92276050280|4312.0
2539|92271690288|4851.2
2540|92271660281|4953.6
2541|92271550920|4403.2
2542|92270720920|3256.0
2543|92270660928|4048.0
2544|92269750920|4611.2
2545|92269460926|5491.2
2546|92266710927|3168.0
2547|92266280285|5721.6
2548|92266250288|6547.2
2549|92266230926|5507.2
2550|92266150926|3256.0
2551|92266130928|4643.2
2552|92264910925|4681.6
2553|92264800282|5152.0
2554|92263620921|6476.8
2555|92262530923|4758.4
2556|92260690281|5040.0
2557|92260160921|4960.0
2558|92259730924|4136.0
2559|92259140926|2376.0
2560|92257940921|3256.0
2561|92257220928|4470.4
2562|92255570928|4400.0
2563|92255210921|4476.8
2564|92254670927|4720.0
2565|92253150285|4518.4
2566|92252230922|4136.0
2567|92250780928|4464.0
2568|92250560924|4681.6
2569|92249790921|4441.6
2570|92249780922|4880.0
2571|92249490928|4736.0
2572|92249320281|4883.2
2573|92249080927|4809.6
2574|92248420280|4870.4
2575|92247600288|5091.2
2576|92245950925|4489.6
2577|92245940926|3256.0
2578|92244650922|5257.6
2579|92244150923|4048.0
2580|92243360929|5283.2
2581|92240320926|4464.0
2582|92238870924|6649.6
2583|92238330929|4505.6
2584|92237680282|4592.0
2585|92237540924|3960.0
2586|92236310923|5772.8
2587|92235570923|4556.8
2588|92233710927|4419.2
2589|92231560928|4224.0
2590|92231340925|5891.2
2591|92230740927|4787.2
2592|92230070929|4905.6
2593|92226180922|4136.0
2594|92223660926|4524.8
2595|92222750926|4908.8
2596|92221280925|4569.6
2597|92217850921|4579.2
2598|92216720927|3696.0
2599|92214020924|5523.2
2600|92212520925|4780.8
2601|92205590349|4966.4
2602|92199920346|4771.2
2603|92199330280|4761.6
2604|92199320927|3608.0
2605|92199310340|4572.8
2606|92197850347|4582.4
2607|92197500926|4761.6
2608|92194510340|4732.8
2609|92194020340|4483.2
2610|92193900922|4697.6
2611|92192530928|6422.4
2612|92192000344|4512.0
2613|92189690925|5164.8
2614|92187880346|5430.4
2615|92187220345|4566.4
2616|92184580287|5606.4
2617|92180900927|4675.2
2618|92180030287|4636.8
2619|92179440927|4515.2
2620|92178310923|4656.0
2621|92178180284|5417.6
2622|92174780921|4876.8
2623|92173470904|5632.0
2624|92173020345|4598.4
2625|92171770347|6201.6
2626|92170190901|5014.4
2627|92169700926|3608.0
2628|92169150924|5228.8
2629|92166500907|5062.4
2630|92166240900|3872.0
2631|92165990901|3344.0
2632|92165390284|15814.4
2633|92164670900|6051.2
2634|92164290923|4518.4
2635|92163340901|4409.6
2636|92163320903|4812.8
2637|92161320921|5484.8
2638|92161290280|4886.4
2639|92160620909|2464.0
2640|92160450901|4312.0
2641|92160190903|4956.8
2642|92157540904|4312.0
2643|92156180900|4601.6
2644|92155710905|5286.4
2645|92153530925|4720.0
2646|92151050900|2552.0
2647|92150980289|4588.8
2648|92149700905|7747.2
2649|92148800904|4473.6
2650|92148640920|4611.2
2651|92146800286|4864.0
2652|92145880909|4582.4
2653|92144230924|4502.4
2654|92144150494|1760.0
2655|92142830907|4560.0
2656|92142520920|1760.0
2657|92141850906|4601.6
2658|92140510907|2376.0
2659|92139880923|4534.4
2660|92139740903|3696.0
2661|92138730905|4742.4
2662|92138300493|4931.2
2663|92138210494|4435.2
2664|92138200925|4617.6
2665|92138120909|4048.0
2666|92136850929|5913.6
2667|92136350490|4838.4
2668|92134920922|3960.0
2669|92134820288|2992.0
2670|92133810496|4505.6
2671|92133520905|4454.4
2672|92132660926|5782.4
2673|92131860907|3520.0
2674|92130310904|4569.6
2675|92128760490|4537.6
2676|92128340285|4464.0
2677|92127450929|5299.2
2678|92127380928|6057.6
2679|92127250493|4512.0
2680|92124250496|3872.0
2681|92123930494|4576.0
2682|92123920495|5302.4
2683|92123090497|4454.4
2684|92122970491|4136.0
2685|92122910497|4662.4
2686|92121760802|2552.0
2687|92120850802|4406.4
2688|92120420804|4416.0
2689|92120000804|4547.2
2690|92119980909|4915.2
2691|92119930920|3168.0
2692|92119600499|5984.0
2693|92118940920|5091.2
2694|92118260097|2288.0
2695|92117740289|4729.6
2696|92117460904|3432.0
2697|92116770642|4136.0
2698|92116240646|3168.0
2699|92114750927|4912.0
2700|92114000497|4569.6
2701|92113430349|4560.0
2702|92113030289|5692.8
2703|92112990640|4492.8
2704|92112410805|2640.0
2705|92112340499|4505.6
2706|92112240095|4614.4
2707|92112110900|4432.0
2708|92112010803|3696.0
2709|92111470800|4764.8
2710|92111380900|4595.2
2711|92111250640|4601.6
2712|92111190903|3960.0
2713|92110830491|3872.0
2714|92110820096|5145.6
2715|92110690499|6259.2
2716|92110620801|4422.4
2717|92110510648|4550.4
2718|92110230809|4620.8
2719|92109300282|4505.6
2720|92109240801|4656.0
2721|92108800480|4704.0
2722|92108360642|4470.4
2723|92107640093|5177.6
2724|92107620095|4649.6
2725|92107550094|4806.4
2726|92107330802|5593.6
2727|92107250802|5900.8
2728|92107090802|3080.0
2729|92106980284|4816.0
2730|92106890640|4947.2
2731|92106680488|4761.6
2732|92105580804|4572.8
2733|92105470808|5430.4
2734|92105370644|4518.4
2735|92104980641|4745.6
2736|92104880809|1936.0
2737|92104880643|4451.2
2738|92104030801|4412.8
2739|92104010803|4656.0
2740|92103760481|11081.6
2741|92103710924|4508.8
2742|92103430903|5270.4
2743|92103100480|4566.4
2744|92102440481|5027.2
2745|92102410641|7494.4
2746|92100940094|4572.8
2747|92100280491|4716.8
2748|92099770494|2992.0
2749|92099290808|4480.0
2750|92099210533|4585.6
2751|92098780908|4312.0
2752|92098740803|4774.4
2753|92098700534|4403.2
2754|92098170647|4915.2
2755|92097140484|4809.6
2756|92097100405|4547.2
2757|92096190928|1760.0
2758|92096060642|4812.8
2759|92095300510|5616.0
2760|92094890396|4883.2
2761|92094880645|4579.2
2762|92094710511|4409.6
2763|92094510408|4672.0
2764|92094460646|4713.6
2765|92094000905|4537.6
2766|92093970280|6528.0
2767|92093830534|4512.0
2768|92093700489|4563.2
2769|92093520481|3432.0
2770|92093110903|4608.0
2771|92092750394|4678.4
2772|92092740643|5532.8
2773|92092500401|4748.8
2774|92092290391|5164.8
2775|92092250643|5046.4
2776|92092230405|4694.4
2777|92092190096|2376.0
2778|92091640091|3872.0
2779|92090970481|4707.2
2780|92090820538|5481.6
2781|92090580645|4684.8
2782|92090490340|5129.6
2783|92090470805|4742.4
2784|92090190643|4592.0
2785|92089550534|4835.2
2786|92089490095|3608.0
2787|92089280496|4630.4
2788|92088850349|4544.0
2789|92088670408|3520.0
2790|92088360398|4425.6
2791|92088350803|8371.2
2792|92088250391|4499.2
2793|92088130643|3432.0
2794|92087870397|4444.8
2795|92087400641|4998.4
2796|92086730600|4755.2
2797|92086610802|4476.8
2798|92086500532|4550.4
2799|92086320600|6006.4
2800|92086250906|4457.6
2801|92085830807|5456.0
2802|92085750906|4560.0
2803|92085740600|4480.0
2804|92085570536|4579.2
2805|92085120902|4556.8
2806|92085100607|4419.2
2807|92085020649|4496.0
2808|92084380606|4572.8
2809|92083800604|3168.0
2810|92083520483|5763.2
2811|92083240629|4406.4
2812|92082730539|4656.0
2813|92082670396|6025.6
2814|92082380533|4518.4
2815|92082310647|4627.2
2816|92082100394|5324.8
2817|92082040608|3168.0
2818|92082030401|4524.8
2819|92081570399|4726.4
2820|92081560606|5353.6
2821|92080940643|5756.8
2822|92080860288|5216.0
2823|92080600601|3960.0
2824|92080450395|5084.8
2825|92080410407|4656.0
2826|92080070516|4403.2
2827|92080010629|2640.0
2828|92079800097|4742.4
2829|92079780703|4419.2
2830|92079730609|4816.0
2831|92079670706|4844.8
2832|92079520604|4312.0
2833|92079430606|2112.0
2834|92079410806|4419.2
2835|92078770408|4406.4
2836|92078650394|4752.0
2837|92078570394|5548.8
2838|92078440705|3784.0
2839|92078270607|5366.4
2840|92078220628|4774.4
2841|92078180624|4489.6
2842|92078140131|4806.4
2843|92078130132|4454.4
2844|92077680707|4136.0
2845|92077320601|5472.0
2846|92077270640|4931.2
2847|92076430708|4425.6
2848|92076000600|5062.4
2849|92075710704|4707.2
2850|92075670288|4694.4
2851|92075600806|4534.4
2852|92075560620|4422.4
2853|92075310604|4787.2
2854|92075270626|4512.0
2855|92075140399|5020.8
2856|92075090628|4544.0
2857|92075090602|4838.4
2858|92074550721|4582.4
2859|92074550390|4784.0
2860|92074540607|5171.2
2861|92074360600|4704.0
2862|92074290609|2552.0
2863|92074070050|6502.4
2864|92073960806|2552.0
2865|92073840727|2728.0
2866|92073810902|4425.6
2867|92073710490|5161.6
2868|92073700624|2464.0
2869|92073590728|3608.0
2870|92073590520|4425.6
2871|92073550623|3960.0
2872|92073460625|4428.8
2873|92072830927|4528.0
2874|92072640722|5708.8
2875|92072440859|5091.2
2876|92072320523|1936.0
2877|92072280529|4636.8
2878|92072090282|4569.6
2879|92071950288|4585.6
2880|92071430133|5081.6
2881|92071240607|4403.2
2882|92071170135|5472.0
2883|92070870602|5731.2
2884|92070860801|4998.4
2885|92070680399|4761.6
2886|92070670465|4454.4
2887|92070350704|5088.0
2888|92070100851|4934.4
2889|92070100513|4998.4
2890|92070080905|4579.2
2891|92070030850|3872.0
2892|92069680624|4537.6
2893|92069670286|4835.2
2894|92069660600|4224.0
2895|92069590625|4550.4
2896|92069440623|4752.0
2897|92069310859|4518.4
2898|92069190715|4771.2
2899|92069150495|5468.8
2900|92068960712|4480.0
2901|92068950853|4646.4
2902|92068840526|4595.2
2903|92068720710|4550.4
2904|92068260725|5177.6
2905|92068140711|5280.0
2906|92068100525|4732.8
2907|92067810728|4726.4
2908|92067770518|4873.6
2909|92067610466|4528.0
2910|92067460920|11033.6
2911|92067410925|4608.0
2912|92067310927|4700.8
2913|92066870467|7939.2
2914|92066830727|4524.8
2915|92066830495|2376.0
2916|92066600856|3960.0
2917|92066470805|5040.0
2918|92066240851|4540.8
2919|92065940600|4556.8
2920|92065720408|6774.4
2921|92065480805|5936.0
2922|92065210855|3608.0
2923|92064730481|5235.2
2924|92064700625|5440.0
2925|92064690859|4566.4
2926|92064400606|5011.2
2927|92064350603|4400.0
2928|92064240622|4489.6
2929|92064220442|4988.8
2930|92064000281|4950.4
2931|92063990052|4467.2
2932|92063880626|1760.0
2933|92063190711|4422.4
2934|92063110727|4428.8
2935|92063070343|3960.0
2936|92063000803|4409.6
2937|92062670630|5001.6
2938|92062540494|4460.8
2939|92062220410|3080.0
2940|92062010449|4608.0
2941|92061970718|4467.2
2942|92061840713|4224.0
2943|92061830052|4416.0
2944|92061740467|6144.0
2945|92061700719|4563.2
2946|92061490717|4508.8
2947|92061450463|4470.4
2948|92061410715|4412.8
2949|92061220809|4608.0
2950|92061060718|4412.8
2951|92061040447|4537.6
2952|92060820708|4480.0
2953|92060610216|4409.6
2954|92060590640|4409.6
2955|92059930708|4556.8
2956|92059810637|4835.2
2957|92059780053|4793.6
2958|92059750676|4448.0
2959|92059590288|5651.2
2960|92059500907|3872.0
2961|92059230927|2464.0
2962|92059200714|1936.0
2963|92058860633|4848.0
2964|92058610715|3784.0
2965|92058470805|7868.8
2966|92058420859|3872.0
2967|92058290674|4489.6
2968|92058260461|4403.2
2969|92058210631|4668.8
2970|92057880723|4412.8
2971|92057760602|4534.4
2972|92057490135|5443.2
2973|92057380906|4832.0
2974|92057190412|4892.8
2975|92056790642|6099.2
2976|92056490672|4422.4
2977|92056460444|4505.6
2978|92056340018|4800.0
2979|92056220517|4681.6
2980|92056000018|3784.0
2981|92055440157|4579.2
2982|92055100280|5030.4
2983|92054860850|2200.0
2984|92054710808|1848.0
2985|92054590465|4640.0
2986|92054550626|4892.8
2987|92054420622|3696.0
2988|92054340713|1760.0
2989|92054270720|5449.6
2990|92054260481|6291.2
2991|92054070856|5270.4
2992|92053610058|5078.4
2993|92053520802|1760.0
2994|92053480411|1936.0
2995|92053310675|4531.2
2996|92053260722|2552.0
2997|92053200710|4560.0
2998|92053190804|4732.8
2999|92053190606|4515.2
3000|92052980015|5276.8
3001|92052860514|4435.2
3002|92052840524|5078.4
3003|92052820674|2552.0
3004|92052380679|4761.6
3005|92052340632|4224.0
3006|92052280150|4860.8
3007|92052100150|2024.0
3008|92051930425|4755.2
3009|92051920053|4851.2
3010|92051640370|7222.4
3011|92051540018|4918.4
3012|92051180153|4563.2
3013|92051160155|5158.4
3014|92050810859|4528.0
3015|92050720801|5027.2
3016|92050620712|5024.0
3017|92050450425|4681.6
3018|92050360806|4467.2
3019|92050140158|4704.0
3020|92049980607|4409.6
3021|92049770016|4748.8
3022|92049670455|4400.0
3023|92049610154|5401.6
3024|92049530469|5024.0
3025|92049000679|4643.2
3026|92048990623|4467.2
3027|92048980152|5020.8
3028|92048610015|4707.2
3029|92048520453|5024.0
3030|92048470881|3168.0
3031|92048230715|1760.0
3032|92048230137|4688.0
3033|92048100017|5312.0
3034|92047920134|5094.4
3035|92047820441|4649.6
3036|92047740151|4614.4
3037|92047140881|4819.2
3038|92047130882|4524.8
3039|92047080459|4800.0
3040|92047080376|4528.0
3041|92046470800|4521.6
3042|92046320286|2112.0
3043|92046300536|5212.8
3044|92046210636|4492.8
3045|92046140718|5862.4
3046|92045690523|5081.6
3047|92045610851|4931.2
3048|92045560882|5382.4
3049|92045530729|5232.0
3050|92045530422|3960.0
3051|92045320428|5331.2
3052|92045050462|4659.2
3053|92044960265|5526.4
3054|92044940481|4547.2
3055|92044500715|4947.2
3056|92044490016|4812.8
3057|92044320676|4704.0
3058|92043890885|4793.6
3059|92043710638|8089.6
3060|92043480455|4752.0
3061|92043070447|2816.0
3062|92042990694|4489.6
3063|92042970282|4902.4
3064|92042930054|4988.8
3065|92042910718|4854.4
3066|92042380888|4803.2
3067|92042350881|4627.2
3068|92042270675|4636.8
3069|92042170859|6316.8
3070|92042140266|4812.8
3071|92041920635|4403.2
3072|92041820454|4566.4
3073|92041710648|4713.6
3074|92041710606|4451.2
3075|92041620920|6809.6
3076|92041510808|5094.4
3077|92041490340|6220.8
3078|92041430809|4643.2
3079|92041130714|4464.0
3080|92041110625|4499.2
3081|92040830421|4560.0
3082|92040790260|5036.8
3083|92040780378|4675.2
3084|92040660711|4048.0
3085|92040580927|4419.2
3086|92040580794|3344.0
3087|92040450451|4534.4
3088|92040390624|4444.8
3089|92040310267|4937.6
3090|92040230929|4643.2
3091|92039790271|4723.2
3092|92039560872|4416.0
3093|92039260580|4716.8
3094|92039110637|4608.0
3095|92039020877|4553.6
3096|92038830052|4688.0
3097|92038560410|4790.4
3098|92038320534|4505.6
3099|92038270275|4480.0
3100|92038170640|4480.0
3101|92038150279|18086.4
3102|92038090608|2728.0
3103|92038080872|4432.0
3104|92037900278|4560.0
3105|92037880454|4787.2
3106|92037740674|4544.0
3107|92037690127|6336.0
3108|92037640429|2112.0
3109|92037580922|4419.2
3110|92037040877|4409.6
3111|92036960018|4508.8
3112|92036690797|5353.6
3113|92036530373|5305.6
3114|92036460605|2200.0
3115|92036450440|4649.6
3116|92036430053|4569.6
3117|92036030069|4422.4
3118|92035830584|4502.4
3119|92035700456|5302.4
3120|92035390399|5462.4
3121|92035340790|2728.0
3122|92035280061|4499.2
3123|92035210795|5113.6
3124|92035070793|4579.2
3125|92034900537|6374.4
3126|92034880416|4224.0
3127|92034710498|4675.2
3128|92034480803|4764.8
3129|92034420379|5577.6
3130|92034380417|4636.8
3131|92034220647|4531.2
3132|92034180791|1936.0
3133|92034150273|5046.4
3134|92033820876|4528.0
3135|92033650794|4848.0
3136|92033360063|5244.8
3137|92033350791|4585.6
3138|92033100535|4515.2
3139|92033030872|4224.0
3140|92032980127|5545.6
3141|92032450873|4707.2
3142|92032390632|5289.6
3143|92032340280|6896.0
3144|92032170752|7667.2
3145|92031880716|4758.4
3146|92031840512|5219.2
3147|92031760843|4636.8
3148|92031610758|3344.0
3149|92031600791|4438.4
3150|92031300715|4432.0
3151|92031190421|4547.2
3152|92031130799|4608.0
3153|92031090068|2728.0
3154|92030570870|3960.0
3155|92030570755|4448.0
3156|92030540402|4966.4
3157|92030450602|3696.0
3158|92030380635|4572.8
3159|92030050451|4419.2
3160|92030020694|2904.0
3161|92029910624|5222.4
3162|92029390843|4745.6
3163|92029160899|4864.0
3164|92028990015|4537.6
3165|92028650239|4700.8
3166|92028430061|4224.0
3167|92028390661|2552.0
3168|92028360490|4681.6
3169|92028260609|5020.8
3170|92028150883|2024.0
3171|92028120845|5248.0
3172|92028120795|2376.0
3173|92027440756|4416.0
3174|92027390845|4816.0
3175|92027390639|4505.6
3176|92027120127|3872.0
3177|92026930807|4432.0
3178|92026790797|4848.0
3179|92026760261|2640.0
3180|92026620713|4460.8
3181|92026230638|4665.6
3182|92026070166|5500.8
3183|92025930899|4416.0
3184|92025570802|5388.8
3185|92025480796|4851.2
3186|92024760420|6163.2
3187|92024620905|4048.0
3188|92024590751|4467.2
3189|92024570902|4489.6
3190|92024470855|4595.2
3191|92024410240|5120.0
3192|92024060243|4838.4
3193|92023960849|6608.0
3194|92023960831|5158.4
3195|92023950691|5113.6
3196|92023650705|5756.8
3197|92023300806|2640.0
3198|92023190694|4579.2
3199|92023150151|5840.0
3200|92022990755|4512.0
3201|92022880626|3080.0
3202|92022790536|4572.8
3203|92022690702|5315.2
3204|92022590621|4422.4
3205|92022580622|3520.0
3206|92022270414|5344.0
3207|92022000530|4438.4
3208|92021760464|4915.2
3209|92021710287|4457.6
3210|92021690232|6784.0
3211|92021320392|4476.8
3212|92021280604|4444.8
3213|92020820905|4931.2
3214|92020760846|1848.0
3215|92020730146|4048.0
3216|92020520752|4617.6
3217|92020360134|4656.0
3218|92020120710|5043.2
3219|92020110927|4403.2
3220|92020080757|4422.4
3221|92020070543|5081.6
3222|92020000151|5452.8
3223|92019720264|5379.2
3224|92019390548|4428.8
3225|92019340626|4476.8
3226|92019210654|4620.8
3227|92019100533|4656.0
3228|92018860137|4438.4
3229|92018820909|4499.2
3230|92018470549|4739.2
3231|92018190626|4470.4
3232|92018160439|2552.0
3233|92018150653|4312.0
3234|92017810927|5628.8
3235|92017800704|5756.8
3236|92017740272|6252.8
3237|92017500346|5148.8
3238|92017460657|4816.0
3239|92017450344|4825.6
3240|92017420172|4627.2
3241|92017350049|5078.4
3242|92017300903|4963.2
3243|92016930106|4646.4
3244|92016790880|4777.6
3245|92016530542|4883.2
3246|92016520659|4425.6
3247|92016230804|4432.0
3248|92016210905|4486.4
3249|92016050848|4403.2
3250|92015870188|4688.0
3251|92015820548|4976.0
3252|92015570580|6457.6
3253|92015430181|5094.4
3254|92015350439|3960.0
3255|92015350025|2200.0
3256|92015320895|1848.0
3257|92014940925|4640.0
3258|92014440801|4630.4
3259|92014170648|4448.0
3260|92014010588|4412.8
3261|92013910028|4502.4
3262|92013700403|4521.6
3263|92013460602|4604.8
3264|92013180903|6009.6
3265|92012850035|5846.4
3266|92012810757|4476.8
3267|92012640014|4934.4
3268|92012630411|4470.4
3269|92012610843|4652.8
3270|92012490444|3520.0
3271|92012200462|4979.2
3272|92011950893|4985.6
3273|92011730394|5206.4
3274|92011610661|4681.6
3275|92011580526|4832.0
3276|92011490486|5286.4
3277|92011480446|5248.0
3278|92011380489|4518.4
3279|92011230106|4441.6
3280|92010940622|3520.0
3281|92010910906|5267.2
3282|92010770490|5465.6
3283|92010570841|4604.8
3284|92010420658|4713.6
3285|92010380498|6553.6
3286|92010190608|4412.8
3287|92010170451|4486.4
3288|92009980514|5004.8
3289|92009930378|7721.6
3290|92009760882|4547.2
3291|92009440634|4422.4
3292|92009280758|4518.4
3293|92009150159|5091.2
3294|92008930890|3696.0
3295|92008660448|4556.8
3296|92008620608|4700.8
3297|92008550631|2024.0
3298|92008440023|4428.8
3299|92008280130|5203.2
3300|92008280098|4659.2
3301|92008110063|4534.4
3302|92007820753|4729.6
3303|92007730531|4457.6
3304|92007630285|4841.6
3305|92007590679|4880.0
3306|92007560391|4710.4
3307|92007530386|5116.8
3308|92007220715|5436.8
3309|92007170522|5382.4
3310|92007120659|4595.2
3311|92007030379|4860.8
3312|92006940883|4588.8
3313|92006720806|4928.0
3314|92006670803|4889.6
3315|92006660796|3168.0
3316|92006600487|4312.0
3317|92006600438|4553.6
3318|92006520834|4496.0
3319|92006510488|5123.2
3320|92006440801|5299.2
3321|92006410846|4780.8
3322|92006350752|4617.6
3323|92006290099|5664.0
3324|92006130402|6163.2
3325|92005840522|5580.8
3326|92005630873|4425.6
3327|92005570418|4844.8
3328|92005500621|3168.0
3329|92005340028|4841.6
3330|92005330235|5958.4
3331|92005190753|4937.6
3332|92005040263|4579.2
3333|92004750755|4425.6
3334|92004720634|5014.4
3335|92004710759|4585.6
3336|92004690621|4918.4
3337|92004620396|4752.0
3338|92004510381|4534.4
3339|92004280795|4441.6
3340|92004270929|5030.4
3341|92004220395|3080.0
3342|92004070527|4540.8
3343|92003630271|4550.4
3344|92003480875|4515.2
3345|92003320048|4416.0
3346|92003270755|4905.6
3347|92003240428|4560.0
3348|92003220412|4796.8
3349|92003080428|5856.0
3350|92002970462|2112.0
3351|92002750278|6310.4
3352|92002610449|4428.8
3353|92002440516|4048.0
3354|92002370895|4480.0
3355|92002050141|5446.4
3356|92001650511|8902.4
3357|92001630125|5081.6
3358|92001620589|7504.0
3359|92001580726|5110.4
3360|92001380911|4540.8
3361|92001300711|5043.2
3362|92001290912|4595.2
3363|92001290433|4851.2
3364|92001220398|4844.8
3365|92001190765|5744.0
3366|92001150512|3344.0
3367|92001090841|4425.6
3368|92001070843|4576.0
3369|92001060091|4697.6
3370|92000960150|5574.4
3371|92000570926|4704.0
3372|92000570199|5580.8
3373|92000520012|4048.0
3374|92000500915|4540.8
3375|92000480043|4816.0
3376|92000480019|2464.0
3377|92000230885|5382.4
3378|92000170446|4505.6
3379|92000140670|5027.2
3380|92000090792|5756.8
3381|91598890159|4524.8
3382|91597570158|4406.4
3383|91595310151|4764.8
3384|91591940159|4851.2
3385|91590800156|5737.6
3386|91590560156|4483.2
3387|91588810159|1936.0
3388|91587470153|4713.6
3389|91585290157|5145.6
3390|91585100158|4710.4
3391|91580110152|4560.0
3392|91571860153|5078.4
3393|91570530153|4752.0
3394|91568530157|4956.8
3395|91565980157|4547.2
3396|91562670157|2640.0
3397|91562590157|4876.8
3398|91543310154|36803.2
3399|91538080150|5052.8
3400|91524690152|4454.4
3401|91500360150|4969.6
3402|91445200370|5574.4
3403|91438060377|4768.0
3404|91430780378|5216.0
3405|91424210374|4620.8
3406|91423660371|4531.2
3407|91422100379|4819.2
3408|91420600370|4640.0
3409|91418920376|4508.8
3410|91418560370|4467.2
3411|91409140372|5251.2
3412|91404310376|5251.2
